id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
4988,Female,65,1,28,1,1-2 Year,No,38444,26,286,0
4989,Female,34,1,36,0,1-2 Year,Yes,2630,154,262,0
4990,Female,25,1,12,1,< 1 Year,No,27601,26,174,0
4991,Male,25,1,15,1,< 1 Year,No,36446,152,235,0
4992,Female,32,1,3,1,< 1 Year,No,27668,152,219,0
4993,Male,52,1,28,0,1-2 Year,Yes,60558,26,268,1
4994,Female,25,1,28,0,1-2 Year,Yes,2630,124,110,0
4995,Male,40,1,6,0,1-2 Year,Yes,40218,157,120,0
4996,Male,36,1,8,0,> 2 Years,Yes,40278,124,62,0
4997,Male,44,1,10,0,1-2 Year,Yes,27438,124,208,1
4998,Male,58,1,28,0,1-2 Year,Yes,50889,26,105,0
4999,Male,31,1,28,1,1-2 Year,No,36457,124,75,0
5000,Male,63,1,2,1,1-2 Year,No,30791,26,40,0
5001,Female,35,1,38,0,1-2 Year,Yes,29806,122,143,0
5002,Female,69,1,50,0,1-2 Year,Yes,2630,8,166,0
5003,Male,46,1,36,0,1-2 Year,Yes,27820,124,46,0
5004,Male,35,1,43,0,1-2 Year,Yes,30581,124,172,1
5005,Female,21,1,32,1,< 1 Year,No,33133,152,144,0
5006,Female,66,1,39,0,1-2 Year,Yes,51310,124,47,0
5007,Male,69,1,28,1,1-2 Year,No,42879,124,164,0
5008,Male,43,1,46,1,1-2 Year,No,27363,124,176,0
5009,Female,23,1,41,0,< 1 Year,Yes,23843,160,170,0
5010,Female,25,1,8,0,< 1 Year,Yes,38133,152,287,0
5011,Male,44,1,29,1,1-2 Year,Yes,34534,163,33,0
5012,Male,26,1,36,1,< 1 Year,No,18845,152,72,0
5013,Female,24,1,42,0,< 1 Year,Yes,29032,152,229,0
5014,Male,46,1,15,0,1-2 Year,Yes,36328,156,164,0
5015,Male,75,1,28,0,1-2 Year,Yes,2630,156,18,0
5016,Male,22,1,45,0,< 1 Year,Yes,28508,152,245,0
5017,Female,23,1,12,0,< 1 Year,Yes,32635,152,141,0
5018,Male,67,1,20,1,1-2 Year,No,2630,29,265,0
5019,Male,22,1,26,0,< 1 Year,Yes,47862,160,71,0
5020,Male,22,1,44,1,< 1 Year,No,16520,152,226,0
5021,Male,31,1,25,1,< 1 Year,No,29866,152,62,0
5022,Female,40,1,28,0,1-2 Year,Yes,44005,26,15,0
5023,Female,27,1,3,1,< 1 Year,No,22845,152,146,0
5024,Female,39,1,46,0,1-2 Year,Yes,26707,152,28,0
5025,Female,39,1,21,0,1-2 Year,Yes,41452,26,112,0
5026,Male,45,1,28,0,1-2 Year,Yes,2630,26,169,0
5027,Male,47,1,46,0,1-2 Year,No,55147,124,232,0
5028,Male,44,1,19,0,1-2 Year,Yes,2630,124,174,0
5029,Male,67,1,28,0,1-2 Year,Yes,39230,122,151,0
5030,Female,29,1,41,1,< 1 Year,No,39703,152,166,0
5031,Female,52,1,28,0,1-2 Year,Yes,41050,124,263,0
5032,Female,23,1,11,1,< 1 Year,No,29861,152,191,0
5033,Male,47,1,8,1,1-2 Year,No,28567,122,121,0
5034,Female,59,1,28,0,> 2 Years,Yes,55050,26,171,0
5035,Female,39,1,35,0,1-2 Year,Yes,30345,26,154,1
5036,Female,24,1,47,0,< 1 Year,Yes,26475,152,261,0
5037,Female,22,1,46,1,< 1 Year,No,32329,152,277,0
5038,Male,32,1,28,1,< 1 Year,No,152331,152,252,0
5039,Male,29,1,46,0,< 1 Year,Yes,2630,156,30,0
5040,Male,24,1,28,1,< 1 Year,No,100688,152,235,0
5041,Male,26,1,32,1,< 1 Year,No,31950,152,184,0
5042,Female,21,1,26,1,< 1 Year,No,41278,160,93,0
5043,Female,31,1,21,1,< 1 Year,No,30873,152,178,0
5044,Male,24,1,14,1,< 1 Year,No,26449,152,45,0
5045,Female,61,1,26,1,1-2 Year,No,31263,124,120,0
5046,Female,22,1,8,0,< 1 Year,Yes,39632,152,265,0
5047,Male,21,1,44,0,< 1 Year,Yes,32397,160,85,0
5048,Female,23,1,28,0,< 1 Year,Yes,58310,152,188,0
5049,Male,55,1,11,0,1-2 Year,Yes,37352,26,34,0
5050,Male,50,1,3,0,1-2 Year,Yes,27937,124,106,0
5051,Female,24,1,35,1,< 1 Year,No,27290,152,127,0
5052,Female,21,1,45,1,< 1 Year,No,23949,160,93,0
5053,Male,58,1,11,1,1-2 Year,No,31740,26,153,0
5054,Male,49,1,41,1,1-2 Year,No,23599,26,173,0
5055,Male,26,1,2,0,< 1 Year,Yes,26873,152,265,1
5056,Male,55,1,28,0,1-2 Year,Yes,49039,124,140,0
5057,Male,75,1,9,0,1-2 Year,Yes,42979,26,10,0
5058,Male,35,1,47,0,1-2 Year,Yes,36064,154,289,1
5059,Female,43,1,28,0,1-2 Year,Yes,26315,124,193,0
5060,Female,23,1,10,0,< 1 Year,Yes,30326,26,253,0
5061,Male,38,1,49,1,1-2 Year,No,40463,152,41,0
5062,Male,48,1,43,1,1-2 Year,No,28514,122,201,0
5063,Male,63,1,18,0,1-2 Year,Yes,2630,152,221,0
5064,Female,24,1,11,1,< 1 Year,No,28275,152,126,0
5065,Male,23,1,8,1,< 1 Year,No,37067,152,269,0
5066,Male,22,1,37,0,< 1 Year,Yes,29317,152,18,0
5067,Female,32,1,8,0,< 1 Year,Yes,69784,26,175,0
5068,Male,42,1,8,0,1-2 Year,Yes,43026,26,23,0
5069,Male,66,1,39,0,1-2 Year,Yes,33652,26,271,0
5070,Male,22,1,28,1,< 1 Year,No,52481,152,156,0
5071,Female,74,1,28,0,1-2 Year,Yes,31056,26,212,0
5072,Female,24,1,49,0,< 1 Year,Yes,29386,152,179,0
5073,Male,22,1,36,1,< 1 Year,No,35862,152,152,0
5074,Female,45,1,28,0,1-2 Year,Yes,27550,26,255,1
5075,Female,20,1,26,0,< 1 Year,No,25003,160,238,0
5076,Male,22,1,15,0,< 1 Year,Yes,34611,152,108,0
5077,Female,27,1,15,1,< 1 Year,No,30080,160,184,0
5078,Female,34,1,28,1,< 1 Year,No,52370,152,124,0
5079,Female,53,1,3,0,1-2 Year,Yes,19431,124,191,0
5080,Male,22,1,28,1,< 1 Year,Yes,2630,160,119,0
5081,Male,40,1,46,0,1-2 Year,Yes,22988,124,28,0
5082,Male,56,1,28,0,> 2 Years,Yes,2630,26,134,0
5083,Female,25,1,32,0,< 1 Year,No,17405,152,168,0
5084,Male,61,1,28,0,1-2 Year,No,40044,125,286,0
5085,Male,45,1,28,0,1-2 Year,Yes,29037,26,267,1
5086,Male,22,1,30,1,< 1 Year,No,23566,152,100,0
5087,Male,56,1,14,0,1-2 Year,Yes,31841,124,255,0
5088,Male,59,1,28,0,1-2 Year,Yes,41123,124,255,0
5089,Male,62,1,28,0,1-2 Year,Yes,30642,124,12,1
5090,Female,58,0,28,0,1-2 Year,Yes,39667,26,82,0
5091,Female,21,1,29,0,< 1 Year,Yes,2630,152,166,0
5092,Female,24,1,3,1,< 1 Year,No,21445,152,266,0
5093,Female,41,1,41,1,1-2 Year,No,19144,152,260,0
5094,Male,46,1,28,0,1-2 Year,Yes,32208,13,237,1
5095,Male,49,1,15,0,1-2 Year,Yes,31015,152,116,0
5096,Female,20,1,45,1,< 1 Year,No,23917,160,190,0
5097,Female,22,1,28,1,< 1 Year,No,36750,160,43,0
5098,Male,25,1,28,1,< 1 Year,No,37620,152,85,0
5099,Female,45,1,46,0,1-2 Year,Yes,35816,91,127,1
5100,Female,21,1,15,0,< 1 Year,No,33721,160,258,0
5101,Female,23,1,41,0,< 1 Year,Yes,14110,152,66,0
5102,Male,28,1,30,1,< 1 Year,No,31448,151,186,0
5103,Male,25,1,13,1,< 1 Year,No,14073,152,186,0
5104,Female,20,1,8,0,< 1 Year,Yes,36746,160,275,0
5105,Male,24,1,6,1,< 1 Year,No,26387,152,170,0
5106,Male,51,1,11,1,1-2 Year,Yes,20074,120,160,0
5107,Male,21,1,2,0,< 1 Year,Yes,21705,152,282,1
5108,Male,33,1,41,1,< 1 Year,No,25850,152,228,0
5109,Female,56,1,29,1,1-2 Year,No,27039,135,164,0
5110,Male,56,1,37,1,1-2 Year,No,30170,26,61,0
5111,Female,49,1,10,1,1-2 Year,No,2630,152,59,0
5112,Female,53,1,28,0,1-2 Year,No,55204,26,38,0
5113,Female,26,1,40,1,< 1 Year,No,2630,152,44,0
5114,Male,40,1,28,0,1-2 Year,Yes,30249,15,179,0
5115,Male,33,1,15,0,< 1 Year,Yes,40759,124,165,0
5116,Female,70,1,28,1,1-2 Year,No,2630,124,163,0
5117,Male,50,1,8,0,1-2 Year,Yes,31672,124,230,0
5118,Female,54,1,28,0,> 2 Years,Yes,35224,55,273,0
5119,Female,38,1,29,1,1-2 Year,No,23489,152,176,0
5120,Male,45,1,8,0,1-2 Year,Yes,35616,26,175,1
5121,Female,25,1,46,1,< 1 Year,No,25620,160,208,0
5122,Female,51,1,28,0,1-2 Year,Yes,34312,26,293,1
5123,Male,39,1,46,1,1-2 Year,No,28966,124,99,0
5124,Male,40,1,43,1,1-2 Year,No,31576,124,262,0
5125,Male,61,1,8,0,1-2 Year,Yes,46287,26,217,0
5126,Female,33,1,3,0,1-2 Year,No,2630,157,229,0
5127,Male,23,1,10,1,< 1 Year,No,24988,152,260,0
5128,Female,22,1,21,1,< 1 Year,No,27627,152,255,0
5129,Female,54,1,28,0,1-2 Year,Yes,42047,124,71,0
5130,Male,24,1,8,0,< 1 Year,Yes,101069,152,262,0
5131,Female,21,1,40,0,< 1 Year,Yes,2630,152,185,0
5132,Male,25,1,13,0,< 1 Year,No,29822,152,104,0
5133,Male,46,1,28,0,1-2 Year,No,44827,26,150,0
5134,Male,31,1,28,1,< 1 Year,No,40070,152,278,0
5135,Male,46,1,28,0,1-2 Year,Yes,32838,26,226,1
5136,Female,34,1,15,1,< 1 Year,No,33974,152,168,0
5137,Female,30,1,35,0,1-2 Year,Yes,34700,157,152,1
5138,Female,25,1,41,1,< 1 Year,No,28219,152,15,0
5139,Female,30,1,41,1,< 1 Year,No,34698,152,134,0
5140,Female,32,1,36,0,< 1 Year,Yes,43247,26,225,0
5141,Male,33,1,28,0,1-2 Year,Yes,25032,124,69,1
5142,Male,44,1,36,0,1-2 Year,Yes,32974,26,40,0
5143,Female,24,1,17,0,< 1 Year,Yes,2630,152,229,0
5144,Male,36,1,28,1,1-2 Year,No,71140,29,239,0
5145,Male,22,1,29,1,< 1 Year,No,33420,152,206,0
5146,Male,48,1,28,1,1-2 Year,No,49099,122,183,0
5147,Female,29,1,26,1,< 1 Year,No,38988,152,165,0
5148,Male,50,1,15,0,1-2 Year,No,41383,124,123,0
5149,Male,52,1,25,1,1-2 Year,No,17434,124,283,0
5150,Female,47,1,28,1,1-2 Year,No,30817,26,146,0
5151,Female,33,1,8,0,1-2 Year,Yes,28128,124,110,0
5152,Male,43,1,50,0,1-2 Year,No,33360,124,55,0
5153,Male,25,1,44,1,< 1 Year,No,23724,152,270,0
5154,Male,40,1,21,1,1-2 Year,No,30847,152,252,0
5155,Male,31,1,28,0,1-2 Year,Yes,37124,154,75,1
5156,Male,44,1,28,1,1-2 Year,Yes,33750,55,258,0
5157,Female,20,1,35,1,< 1 Year,No,30492,160,294,0
5158,Male,21,1,15,1,< 1 Year,No,40329,152,188,0
5159,Male,40,1,28,0,1-2 Year,No,32603,163,17,0
5160,Female,55,1,35,0,1-2 Year,Yes,35876,88,211,0
5161,Female,55,1,8,1,1-2 Year,No,30271,26,43,0
5162,Male,46,1,6,0,1-2 Year,Yes,23753,163,133,1
5163,Female,25,1,36,0,< 1 Year,Yes,33642,152,202,0
5164,Male,50,1,37,1,1-2 Year,No,24881,26,203,0
5165,Female,37,1,8,1,1-2 Year,No,53697,152,181,0
5166,Male,59,1,28,1,1-2 Year,No,29022,26,185,0
5167,Female,20,1,22,0,< 1 Year,Yes,39019,160,252,0
5168,Female,48,1,43,0,1-2 Year,Yes,27815,124,181,0
5169,Female,22,1,8,1,< 1 Year,No,43498,152,213,0
5170,Female,25,1,17,1,< 1 Year,No,40428,152,102,0
5171,Female,56,1,9,1,1-2 Year,No,28376,7,198,0
5172,Female,53,1,41,1,1-2 Year,No,45759,152,248,0
5173,Female,24,1,37,1,< 1 Year,No,34668,152,213,0
5174,Female,27,1,8,1,< 1 Year,No,55894,152,27,0
5175,Male,23,1,30,1,< 1 Year,No,26776,152,291,0
5176,Male,22,1,36,0,< 1 Year,No,32239,152,73,0
5177,Male,68,1,28,0,1-2 Year,Yes,51520,124,279,0
5178,Female,69,1,30,0,1-2 Year,Yes,28248,124,167,1
5179,Female,33,1,41,1,< 1 Year,No,26351,152,251,0
5180,Male,29,1,6,1,< 1 Year,No,26255,152,107,0
5181,Female,23,1,33,1,< 1 Year,No,30448,152,240,0
5182,Female,75,1,46,1,1-2 Year,No,2630,124,84,0
5183,Female,35,1,34,0,1-2 Year,Yes,2630,26,206,0
5184,Female,46,1,33,0,1-2 Year,Yes,45694,26,250,0
5185,Female,28,1,28,1,< 1 Year,No,27423,152,52,0
5186,Male,51,1,26,0,1-2 Year,Yes,35749,156,148,0
5187,Male,38,1,46,1,1-2 Year,No,23115,152,21,0
5188,Female,47,1,28,0,1-2 Year,Yes,35180,26,42,1
5189,Male,73,1,28,0,> 2 Years,Yes,34115,26,50,0
5190,Male,52,1,28,0,1-2 Year,Yes,2630,154,97,0
5191,Female,21,1,43,0,1-2 Year,No,30158,156,194,0
5192,Female,24,1,28,1,< 1 Year,No,28816,152,12,0
5193,Female,51,1,28,0,> 2 Years,Yes,2630,124,30,0
5194,Female,37,1,41,1,1-2 Year,No,27162,152,211,0
5195,Male,23,1,15,1,< 1 Year,No,42769,152,269,0
5196,Male,23,1,28,1,< 1 Year,No,67219,152,152,0
5197,Female,24,1,28,1,1-2 Year,No,38494,124,95,0
5198,Female,32,1,38,0,< 1 Year,Yes,28817,124,170,0
5199,Male,80,1,8,1,1-2 Year,No,63452,7,236,0
5200,Female,26,1,37,1,< 1 Year,No,23451,152,230,0
5201,Male,22,1,30,1,< 1 Year,No,17146,152,27,0
5202,Female,25,1,28,0,< 1 Year,No,66754,152,112,0
5203,Male,69,1,12,0,1-2 Year,Yes,2630,124,113,0
5204,Male,22,1,36,0,< 1 Year,No,34272,152,186,0
5205,Female,34,1,3,1,1-2 Year,No,44982,152,46,0
5206,Male,28,1,46,0,< 1 Year,No,32609,156,142,0
5207,Female,42,1,28,0,1-2 Year,Yes,22469,124,191,0
5208,Female,21,1,8,1,< 1 Year,No,57658,160,236,0
5209,Male,50,1,51,0,1-2 Year,Yes,36560,26,155,0
5210,Female,25,1,41,1,< 1 Year,No,65520,152,187,0
5211,Male,39,1,28,0,1-2 Year,Yes,28651,124,132,0
5212,Female,57,1,28,0,1-2 Year,Yes,48100,26,127,0
5213,Male,71,1,28,0,1-2 Year,Yes,47869,26,172,0
5214,Female,51,1,28,0,1-2 Year,Yes,31229,26,164,0
5215,Male,25,1,1,0,< 1 Year,Yes,2630,124,274,0
5216,Male,51,1,32,0,1-2 Year,Yes,38657,26,48,1
5217,Male,48,1,23,0,1-2 Year,Yes,30990,26,152,0
5218,Male,33,1,11,1,< 1 Year,No,2630,160,68,0
5219,Female,39,1,17,1,1-2 Year,No,18752,152,258,0
5220,Male,53,1,30,0,1-2 Year,Yes,27646,26,221,0
5221,Male,21,1,41,0,1-2 Year,Yes,35361,124,50,0
5222,Female,42,1,28,0,1-2 Year,Yes,40990,26,275,0
5223,Male,22,1,43,1,< 1 Year,No,32488,152,66,0
5224,Male,57,1,38,0,1-2 Year,Yes,29024,124,181,0
5225,Male,57,1,3,0,1-2 Year,Yes,27238,30,291,0
5226,Male,48,1,30,0,1-2 Year,Yes,17035,26,295,0
5227,Male,45,1,15,0,1-2 Year,Yes,28314,124,267,1
5228,Female,25,1,8,1,< 1 Year,No,34145,152,85,0
5229,Male,28,1,30,1,< 1 Year,No,26401,152,124,0
5230,Male,48,1,28,0,1-2 Year,Yes,57295,122,60,0
5231,Male,57,1,37,0,1-2 Year,No,22679,29,174,0
5232,Male,69,1,28,0,1-2 Year,No,50253,13,212,0
5233,Female,51,1,28,0,1-2 Year,Yes,27407,26,140,0
5234,Male,26,1,28,0,< 1 Year,Yes,87954,152,205,0
5235,Male,20,1,47,0,< 1 Year,Yes,42063,160,157,0
5236,Female,22,1,10,0,< 1 Year,Yes,27545,152,270,0
5237,Female,25,1,8,0,< 1 Year,No,45189,152,238,0
5238,Male,58,1,8,1,1-2 Year,No,43619,26,186,0
5239,Female,22,1,8,1,< 1 Year,No,40008,160,187,0
5240,Male,48,1,14,0,1-2 Year,Yes,37018,157,74,1
5241,Male,35,1,28,0,1-2 Year,Yes,31865,154,236,0
5242,Female,58,1,28,0,> 2 Years,Yes,49141,122,283,0
5243,Female,24,1,47,0,< 1 Year,No,31456,152,234,0
5244,Male,22,1,8,1,< 1 Year,No,32615,152,135,0
5245,Male,47,1,18,1,1-2 Year,No,43398,122,223,0
5246,Male,49,1,49,0,1-2 Year,No,2630,124,37,0
5247,Male,51,1,28,0,1-2 Year,Yes,2630,158,105,0
5248,Female,29,1,28,0,< 1 Year,Yes,48678,152,298,0
5249,Male,37,1,28,1,1-2 Year,Yes,54246,29,171,0
5250,Female,32,1,15,1,< 1 Year,No,35072,152,75,0
5251,Female,57,1,28,0,1-2 Year,Yes,35873,26,143,1
5252,Male,80,1,30,1,1-2 Year,No,31361,119,237,0
5253,Female,60,1,38,0,< 1 Year,No,2630,1,189,0
5254,Male,50,1,28,1,1-2 Year,No,31677,26,79,0
5255,Male,21,1,35,0,< 1 Year,Yes,36117,160,273,0
5256,Male,70,1,28,1,1-2 Year,No,42149,124,196,0
5257,Male,58,1,41,1,1-2 Year,No,34962,124,276,0
5258,Female,79,1,8,0,1-2 Year,No,42656,7,140,0
5259,Female,23,1,28,1,< 1 Year,No,41404,152,110,0
5260,Female,27,1,15,1,< 1 Year,No,57633,152,96,0
5261,Male,37,1,8,0,1-2 Year,Yes,32382,26,187,0
5262,Female,25,1,8,0,< 1 Year,Yes,57178,152,208,0
5263,Male,42,1,30,0,1-2 Year,Yes,35739,124,284,0
5264,Female,25,1,28,1,< 1 Year,No,34172,152,169,0
5265,Male,46,1,18,0,1-2 Year,Yes,2630,156,117,1
5266,Female,24,1,14,1,< 1 Year,No,21416,152,250,0
5267,Male,31,1,28,0,< 1 Year,Yes,23339,124,213,1
5268,Male,65,1,28,0,1-2 Year,Yes,38940,26,186,0
5269,Male,45,1,50,0,1-2 Year,Yes,37238,124,167,0
5270,Male,60,1,28,0,1-2 Year,Yes,27721,26,64,1
5271,Female,46,1,28,1,1-2 Year,No,51328,52,169,0
5272,Male,51,1,46,1,1-2 Year,No,41886,124,158,0
5273,Male,48,1,15,0,1-2 Year,Yes,25077,124,204,1
5274,Female,72,1,36,0,1-2 Year,Yes,33863,26,67,0
5275,Male,40,1,46,1,1-2 Year,No,25380,124,201,0
5276,Male,38,1,30,1,1-2 Year,No,33485,152,104,0
5277,Female,24,1,41,1,< 1 Year,No,19462,152,235,0
5278,Female,23,1,6,0,< 1 Year,Yes,33393,152,125,0
5279,Male,70,1,4,0,1-2 Year,Yes,2630,26,161,0
5280,Male,33,1,36,0,< 1 Year,Yes,34768,152,103,0
5281,Male,70,1,10,1,1-2 Year,No,38422,26,147,0
5282,Male,50,1,15,0,1-2 Year,Yes,39704,26,93,0
5283,Male,49,1,28,0,> 2 Years,Yes,62989,124,68,0
5284,Male,28,1,30,1,< 1 Year,No,25951,152,266,0
5285,Male,27,1,28,1,< 1 Year,No,41930,152,240,0
5286,Female,28,1,28,1,< 1 Year,No,49148,152,216,0
5287,Male,50,1,8,1,1-2 Year,No,47441,124,13,0
5288,Male,20,1,13,0,< 1 Year,Yes,28408,160,179,0
5289,Male,75,1,28,1,1-2 Year,No,55115,24,176,0
5290,Female,35,1,28,0,1-2 Year,Yes,40846,124,118,0
5291,Female,24,1,25,0,< 1 Year,Yes,29944,26,49,0
5292,Female,25,1,41,1,< 1 Year,No,31628,151,177,0
5293,Male,52,1,38,0,1-2 Year,Yes,2630,154,265,1
5294,Female,34,1,15,0,< 1 Year,No,23349,152,222,0
5295,Male,25,1,15,0,< 1 Year,No,35947,152,110,0
5296,Male,48,1,28,1,1-2 Year,No,49248,11,43,0
5297,Male,25,1,36,1,< 1 Year,No,30169,152,101,0
5298,Male,22,1,46,0,< 1 Year,No,25865,152,111,0
5299,Male,29,1,17,1,< 1 Year,No,37852,152,156,0
5300,Female,36,1,14,0,1-2 Year,Yes,20637,124,169,0
5301,Male,50,1,8,0,1-2 Year,No,41699,124,126,0
5302,Male,28,1,36,1,< 1 Year,No,20167,152,220,0
5303,Female,50,1,28,0,> 2 Years,Yes,45376,124,80,0
5304,Male,23,1,29,1,< 1 Year,No,29848,152,207,0
5305,Female,32,1,28,0,< 1 Year,Yes,53071,124,295,0
5306,Male,37,1,28,0,1-2 Year,Yes,34701,124,236,0
5307,Female,25,1,50,1,< 1 Year,No,30550,152,33,0
5308,Female,22,1,15,1,< 1 Year,No,32123,152,123,0
5309,Female,21,1,46,1,< 1 Year,No,27500,152,286,0
5310,Male,54,1,28,0,> 2 Years,Yes,38915,26,17,0
5311,Male,47,1,41,0,1-2 Year,Yes,67953,124,258,0
5312,Female,30,1,28,0,< 1 Year,Yes,2630,152,54,0
5313,Female,46,1,28,0,1-2 Year,Yes,25443,26,62,0
5314,Male,25,1,10,1,< 1 Year,No,33800,152,177,0
5315,Female,23,1,6,1,< 1 Year,No,35855,152,88,0
5316,Female,35,1,14,0,1-2 Year,Yes,2630,155,242,0
5317,Female,51,1,28,0,1-2 Year,Yes,35828,26,80,1
5318,Female,72,1,20,0,1-2 Year,Yes,2630,124,198,1
5319,Male,47,1,28,0,1-2 Year,Yes,42624,124,206,0
5320,Male,59,1,28,0,1-2 Year,Yes,33656,26,20,1
5321,Female,54,1,8,0,> 2 Years,Yes,38992,26,155,0
5322,Male,46,1,29,0,1-2 Year,Yes,20982,26,89,1
5323,Female,72,1,28,0,1-2 Year,Yes,72727,26,76,0
5324,Female,38,1,28,0,> 2 Years,Yes,36840,26,201,0
5325,Male,38,1,41,1,1-2 Year,No,30731,26,106,0
5326,Female,23,1,26,0,< 1 Year,Yes,48969,152,217,1
5327,Female,41,1,31,0,1-2 Year,Yes,2630,155,262,0
5328,Female,21,1,8,0,< 1 Year,Yes,42451,152,69,0
5329,Male,55,1,28,1,1-2 Year,No,24317,26,139,0
5330,Male,80,1,35,1,1-2 Year,Yes,2630,124,180,0
5331,Male,23,1,35,1,< 1 Year,No,28741,152,294,0
5332,Male,52,1,41,0,1-2 Year,Yes,2630,156,69,0
5333,Male,45,1,28,0,1-2 Year,Yes,36397,124,244,0
5334,Female,32,1,29,1,< 1 Year,No,34991,152,33,0
5335,Female,48,1,28,0,1-2 Year,Yes,51646,52,244,0
5336,Female,21,1,18,0,< 1 Year,Yes,24353,160,141,0
5337,Female,39,1,28,0,1-2 Year,Yes,34815,26,58,0
5338,Male,25,1,11,1,< 1 Year,No,30982,152,11,0
5339,Female,24,1,18,1,< 1 Year,No,30203,152,98,0
5340,Female,33,1,28,0,< 1 Year,Yes,26849,26,150,0
5341,Female,22,1,14,0,< 1 Year,Yes,31838,124,201,0
5342,Female,27,1,8,1,< 1 Year,No,31735,152,41,0
5343,Male,40,1,46,0,1-2 Year,Yes,27805,92,68,1
5344,Male,54,1,28,0,1-2 Year,Yes,2630,26,28,0
5345,Male,27,1,15,1,< 1 Year,No,2630,151,224,0
5346,Male,44,1,7,0,1-2 Year,Yes,30896,26,100,1
5347,Female,51,1,46,0,1-2 Year,Yes,2630,124,269,1
5348,Male,37,1,28,0,1-2 Year,Yes,46998,125,83,1
5349,Male,23,1,8,1,< 1 Year,No,38675,152,258,0
5350,Female,27,1,28,1,< 1 Year,No,34334,152,41,0
5351,Male,40,1,46,0,1-2 Year,Yes,26068,155,51,0
5352,Male,46,1,3,1,1-2 Year,No,27202,124,185,0
5353,Male,60,1,29,1,1-2 Year,No,30528,152,53,0
5354,Male,44,1,28,0,1-2 Year,Yes,30690,26,235,0
5355,Male,63,1,28,0,1-2 Year,Yes,35753,26,208,0
5356,Female,38,1,15,1,1-2 Year,No,35819,26,295,0
5357,Female,56,1,28,0,1-2 Year,Yes,2630,26,251,0
5358,Female,40,1,11,0,1-2 Year,Yes,27842,124,222,1
5359,Female,24,1,8,1,< 1 Year,No,40084,152,264,0
5360,Male,29,1,48,0,< 1 Year,No,2630,1,65,0
5361,Male,62,1,50,1,1-2 Year,No,22986,124,105,0
5362,Male,41,1,8,1,1-2 Year,No,23437,26,277,0
5363,Male,44,1,28,1,1-2 Year,No,37567,26,262,0
5364,Female,44,1,33,0,1-2 Year,Yes,2630,157,204,1
5365,Female,72,1,28,0,> 2 Years,Yes,46097,122,178,0
5366,Female,72,1,15,1,1-2 Year,No,2630,160,246,0
5367,Male,69,1,28,0,1-2 Year,Yes,2630,157,297,0
5368,Male,40,1,28,0,1-2 Year,Yes,34311,111,140,0
5369,Male,76,1,28,1,1-2 Year,Yes,33383,26,202,0
5370,Female,68,1,28,0,1-2 Year,Yes,49717,122,187,0
5371,Male,47,1,46,0,1-2 Year,Yes,45299,157,257,0
5372,Male,45,1,8,1,1-2 Year,No,55299,26,264,0
5373,Male,26,1,44,1,< 1 Year,No,36842,152,282,0
5374,Male,36,1,3,0,1-2 Year,Yes,38685,124,143,1
5375,Male,23,1,11,1,< 1 Year,No,38531,152,175,0
5376,Male,33,1,28,0,< 1 Year,Yes,32478,124,90,0
5377,Male,45,1,3,1,1-2 Year,No,2630,26,238,0
5378,Male,36,1,46,0,1-2 Year,Yes,18619,155,162,1
5379,Male,34,1,28,0,1-2 Year,Yes,2630,160,21,0
5380,Female,42,1,28,0,1-2 Year,Yes,2630,124,216,0
5381,Male,22,1,43,1,< 1 Year,No,2630,152,234,0
5382,Male,67,1,46,0,1-2 Year,Yes,26406,30,213,0
5383,Male,51,1,28,0,1-2 Year,Yes,50305,124,179,0
5384,Female,26,1,6,1,< 1 Year,No,28544,152,258,0
5385,Male,51,1,33,0,1-2 Year,No,36302,124,65,0
5386,Female,23,1,29,1,< 1 Year,No,27728,152,270,0
5387,Male,22,1,30,1,< 1 Year,No,43932,152,128,0
5388,Male,49,1,50,0,1-2 Year,Yes,2630,8,170,1
5389,Male,36,1,28,0,1-2 Year,Yes,30060,124,137,1
5390,Male,48,1,46,0,1-2 Year,Yes,28173,26,274,0
5391,Male,53,1,28,0,1-2 Year,Yes,59987,122,77,0
5392,Female,37,1,28,0,1-2 Year,Yes,44424,124,291,0
5393,Female,25,1,28,0,< 1 Year,Yes,45254,124,32,0
5394,Female,59,1,28,0,1-2 Year,Yes,60801,122,192,1
5395,Male,51,1,28,0,> 2 Years,Yes,59926,26,274,0
5396,Female,32,1,29,1,< 1 Year,No,32718,152,285,0
5397,Female,22,1,47,0,< 1 Year,Yes,28013,152,225,0
5398,Male,58,1,29,0,1-2 Year,Yes,2630,124,232,0
5399,Male,53,1,28,0,1-2 Year,Yes,24243,124,256,0
5400,Male,26,1,3,1,< 1 Year,No,2630,152,20,0
5401,Male,29,1,3,1,< 1 Year,Yes,41991,152,233,0
5402,Female,21,1,36,1,< 1 Year,Yes,2630,152,86,0
5403,Male,60,1,8,0,1-2 Year,Yes,42789,152,154,0
5404,Male,65,1,28,0,> 2 Years,Yes,36945,124,94,0
5405,Male,23,1,11,1,< 1 Year,No,27632,152,119,0
5406,Female,38,1,28,0,1-2 Year,Yes,28352,157,174,0
5407,Male,47,1,29,1,1-2 Year,No,2630,124,164,0
5408,Female,25,1,30,1,< 1 Year,No,28159,152,185,0
